ID_Intervention,Date,ID_Machine,Type_Panne,Duree_Arret_h,Technicien,Pieces_Changees
INT-02666,2024-01-05,CNC-004,surchauffe,15.00,Sophie Bernard,Roulement SKF 6205
INT-02667,2024-09-16,CMP-004,Défaut Lubrification,20.50,Celine Lefebvre,"Contacteur LC1D09, Disjoncteur C16"
INT-02668,2024-01-08,CVY-004,Panne Pneumatique,3.25,Thomas Laurent,Contacteur LC1D09 / Vérin pneumatique ISO 6432
INT-02669,2024-02-05,CNC-006,Vibrations Anormales,25.00,Sophie Bernard,"Disjoncteur C16, Capteur inductif M12"
INT-02670,06-09-2024,CNC-010,Panne Pneumatique,44.75,Céline Lefebvre,Graisse lithium NLGI 2
INT-02671,2024-08-20,CMP-007,Panne Pneumatique,16.25,Martin Dupont,"Huile ISO VG 68, Electrovanne 5/2"
INT-02672,2024-11-02,CMP-010,Def. Lubrification,35.00,Martin Dupont,Vérin pneumatique ISO 6432
INT-02673,2024-03-02,CMP-003,Usure Normale,11.25,M. Dupont,"Disjoncteur C16, Courroie HTD 800-8M"
INT-02674,2024-05-27,MOT-004,Vibrations Anormales,27.50,Marie Simon,"Joint torique NBR 40x3, Relais temporisé, Fusible 10A"
INT-02675,08-05-2024,PMP-007,Fuite,14.25,Alexandre Petit,"Courroie HTD 800-8M, Contacteur LC1D09"
INT-02676,2024-02-27,MOT-007,Panne Mécanique,23.50,Alexandre Petit,"Variateur ATV320, Filtre hydraulique HF35, Vérin pneumatique ISO 6432"
INT-02677,2024-09-24,PMP-001,Vibrations Anormales,34.25,Martin Dupont,"Filtre hydraulique HF35, Relais temporisé"
INT-02678,2024-07-26,PMP-009,Panne Pneumatique,45.00,N.Michel,"Câble 3G2.5, Relais temporisé, Graisse lithium NLGI 2"
INT-02679,2024-11-28,CMP-008,Usure Normale,21.25,Alexandre Petit,"Huile ISO VG 68, Variateur ATV320"
INT-02680,2024-07-31,MOT-005,Panne Hydraulique,38.25,Isabelle Garcia,"Câble 3G2.5, Contacteur LC1D09"
INT-02681,2024-07-05,CMP-001,Surchauffe,42.00,M. Dupont,"Disjoncteur C16, Capteur inductif M12"
INT-02682,2024-11-02,CVY-008,Panne Mécanique,29.50,Nicolas Michel,Relais temporisé
INT-02683,2024-07-14,CNC-002,Panne Hydraulique,13.25,Thomas Laurent,"Huile ISO VG 68, Capteur inductif M12"
INT-02684,2024-01-24,MOT-001,Surchauffe,14.00,Nicolas Michel,Câble 3G2.5
INT-02685,2024-03-22,MOT-005,Défaut Capteur,23.00,Céline Lefebvre,Fusible 10A
INT-02686,2024-01-10,CMP-010,Panne Mecanique,27.25,Marie Simon,Relais temporisé
INT-02687,2024-12-07,CMP-007,Panne Mécanique,8.50,Julie Moreau,
INT-02688,2024-07-26,MOT-007,Panne Mécanique,1.25,Sophie Bernard,"Filtre hydraulique HF35, Joint torique NBR 40x3"
INT-02689,2024-05-26,CNC-009,Panne Mécanique,41.00,Alexandre Petit,Joint torique NBR 40x3
INT-02690,2024-03-14,CMP-001,Vibrations Anormales,38.00,Martin Dupont,Câble 3G2.5
INT-02691,2024-07-18,PMP-008,Panne Mécanique,29.75,Nicolas Michel,"Disjoncteur C16, Fusible 10A, Roulement SKF 6205"
INT-02692,2024-04-27,CMP-002,Panne Mécanique,27.25,Marie Simon,Vérin pneumatique ISO 6432
INT-02693,2024-05-12,CVY-007,,45.50,Alexandre Petit,Aucune
INT-02694,2024-10-12,CMP-007,Défaut Capteur,5.00,Isabelle Garcia,
INT-02695,2024-06-01,CVY-010,Défaut Lubrification,41.8,Julie Moreau,-
INT-02696,2024-03-13,CMP-001,Surchauffe,43.75,Thomas Laurent,"Courroie HTD 800-8M, Vérin pneumatique ISO 6432, Disjoncteur C16"
INT-02697,2024-06-05,PMP-004,Vibrations Anormales,48.25,Céline Lefebvre,Vérin pneumatique ISO 6432
INT-02698,2024-02-14,CVY-001,Panne Hydraulique,10 heures 15 min,Céline Lefebvre,N/A
INT-02699,2024-08-05,MOT-006,Défaut Lubrification,21.75,julie moreau,Relais temporisé
INT-02700,2024-07-24,CNC-008,Def. Lubrification,9.50,Isabelle Garcia,Graisse lithium NLGI 2
INT-02701,2024-02-11,MOT-002,Usure Normale,24.0.25,Nicolas Michel,Courroie HTD 800-8M
INT-02702,2024-07-21,CNC-005,Panne Mécanique,5.75,A. PETIT,"Disjoncteur C16, Huile ISO VG 68"
INT-02703,2024-01-21,MOT-004,Usure Normale,11h30,Marie Simon,Capteur inductif M12
INT-02704,2024-09-02,MOT-001,Panne Hydraulique,1.00,RODRIGUEZ,Câble 3G2.5
INT-02705,2024-03-25,CMP-009,Vibrations Anormales,9.75,Pierre Rodriguez,"Câble 3G2.5, Graisse lithium NLGI 2"
INT-02706,2024-05-15,CNC-002,Défaut Capteur,22.50,Marie Simon,"Courroie HTD 800-8M, Variateur ATV320"
INT-02707,2024-01-18,MOT-005,Panne Électrique,6.75,A. PETIT,"Vérin pneumatique ISO 6432, Fusible 10A"
INT-02708,2024-10-07,PMP-007,Panne Hydraulique,2.25,I. Garcia,"Roulement SKF 6205, Graisse lithium NLGI 2, Joint torique NBR 40x3"
INT-02709,2024-12-15,CMP-010,Fuite,4.00,Céline Lefebvre,Capteur inductif M12
INT-02710,2024-08-09,CVY-009,Surchauffe,29.50,Alexandre Petit,N/A
INT-02711,2024-06-23,CMP-006,Panne Électrique,29.50,Sophie Bernard,Graisse lithium NLGI 2
INT-02712,2024-06-01,CNC-006,Vibrations Anormales,1.75,Isabelle Garcia,
INT-02713,2024-05-15,CNC-010,Usure Normale,14.00,Alexandre Petit,Capteur inductif M12
INT-02714,2024-12-27,CVY-007,Fuite,44.25,Isabelle Garcia,Contacteur LC1D09
INT-02715,2024-07-05,CNC-001,Def. Lubrification,41.75,T.Laurent,Vérin pneumatique ISO 6432
INT-02716,2024-06-14,CNC-005,Fuite,15.75,Nicolas Michel,
INT-02717,2024-04-23,PMP-004,Usure Normale,25.75,Alexandre Petit,Câble 3G2.5
INT-02718,2024-03-20,CVY-009,Panne Hydraulique,11.75,Martin Dupont,
INT-02719,2024-01-02,MOT-002,Vibrations Anormales,5.00,Julie Moreau,"Fusible 10A, Capteur inductif M12, Disjoncteur C16"
INT-02720,2024-05-31,PMP-005,Vibration Anormale,19.50,Nicolas Michel,Filtre hydraulique HF35
INT-02721,2024-01-28,CVY-002,Panne Électrique,46.00,Nicolas Michel,Contacteur LC1D09
INT-02722,2024-04-27,PMP-008,Surchauffe,8.2,Alexandre Petit,"Contacteur LC1D09, Disjoncteur C16"
INT-02723,2024-09-20,MOT-007,Vibrations Anormales,12.25,T.Laurent,Fusible 10A
INT-02724,2024-11-30,PMP-003,Fuite,44.25,Celine Lefebvre,Roulement SKF 6205
INT-02725,2024-07-18,CVY-005,Panne Mécanique,33.00,Céline Lefebvre,"Câble 3G2.5, Huile ISO VG 68"
INT-02726,2024-11-01,MOT-009,Défaut Capteur,5.75,Sophie Bernard,"Courroie HTD 800-8M, Electrovanne 5/2"
INT-02727,2024-11-27,MOT-007,Surchauffe,23.75,Alexandre Petit,"Huile ISO VG 68, Roulement SKF 6205, Disjoncteur C16"
INT-02728,2024-08-05,CNC-009,Panne Pneumatique,47.75,Isabelle Garcia,Joint torique NBR 40x3
INT-02729,2024-04-06,CVY-010,Panne Pneumatique,25.75,Nicolas Michel,
INT-02730,2024-07-08,CMP-005,,11.00,Sophie Bernard,"Disjoncteur C16, Relais temporisé, Graisse lithium NLGI 2"
INT-02731,2024-11-04,CMP-010,Fuite,6.25,RODRIGUEZ,Variateur ATV320
INT-02732,2024-11-29,CNC-008,Panne Mécanique,21:30,Alexandre Petit,"Câble 3G2.5, Capteur inductif M12, Joint torique NBR 40x3"
INT-02733,2024-02-08,CVY-006,Panne Electrique,10 heures 0 min,Martin Dupont,Câble 3G2.5
INT-02734,2024-03-23,CNC-010,Défaut Lubrification,31.00,Julie Moreau,Vérin pneumatique ISO 6432 - Graisse lithium NLGI 2
INT-02735,2024-12-15,MOT-001,Panne Hydraulique,18:45,Alexandre Petit,Aucune
INT-02736,2024-11-10,CVY-004,Panne Pneumatique,27.50,Alexandre Petit,Joint torique NBR 40x3
INT-02737,2024-11-21,CMP-010,Panne Électrique,20.75,Martin Dupont,Capteur inductif M12
INT-02738,2024-11-24,CNC-009,Usure Normale,27 heures 45 min,Thomas Laurent,Huile ISO VG 68
INT-02739,2024-05-26,CNC-007,Panne Électrique,17.75,Julie Moreau,Fusible 10A
INT-02740,2024-03-30,PMP-007,Panne Mécanique,47.75,Julie Moreau,
INT-02741,2024-10-09,MOT-001,Vibrations Anormales,15.00,Thomas Laurent,Courroie HTD 800-8M
INT-02742,2024-01-23,CNC-010,Vibrations Anormales,16.50,S.Bernard,"Relais temporisé, Capteur inductif M12"
INT-02743,2024-02-27,MOT-005,Fuites,45.50,Céline Lefebvre,Capteur inductif M12
INT-02744,2024-11-09,CMP-008,Vibrations Anormales,12.25,Céline Lefebvre,Variateur ATV320
INT-02745,2024-12-08,CNC-004,Panne Pneumatique,17.50,Céline Lefebvre,"Roulement SKF 6205, Huile ISO VG 68"
INT-02746,2024-04-24,CVY-002,Panne Électrique,10.0.75,T.Laurent,
INT-02747,2024-12-23,MOT-008,Usure normale,22.75,Alexandre Petit,Câble 3G2.5
INT-02748,2024-05-14,CMP-005,Panne Mécanique,26.50,Pierre Rodriguez,"Capteur inductif M12, Electrovanne 5/2"
INT-02749,2024-10-14,CNC-003,Panne Électrique,6.75,Alexandre Petit,Graisse lithium NLGI 2
INT-02750,2024-11-14,CVY-004,Panne Mécanique,42.75,Alexandre Petit,"Fusible 10A, Roulement SKF 6205"
INT-02751,2024-10-12,MOT-007,Panne Électrique,16.25,Marie Simon,Huile ISO VG 68
INT-02752,2024-02-21,CNC-002,Panne Électrique,31.00,Nicolas Michel,"Câble 3G2.5, Relais temporisé, Capteur inductif M12"
INT-02753,2024-07-16,CNC-010,Panne Hydraulique,2.50,Celine Lefebvre,"Joint torique NBR 40x3, Fusible 10A, Variateur ATV320"
INT-02754,2024-05-21,MOT-010,Panne Mécanique,42.50,Alexandre Petit,Câble 3G2.5
INT-02755,2024-03-28,CVY-004,Usure Normale,2.25,Marie Simon,Courroie HTD 800-8M
INT-02756,2024-08-07,CNC-003,Panne Pneumatique,7.50,Alexandre Petit,Vérin pneumatique ISO 6432
INT-02757,2024-03-21,CVY-003,Panne Pneumatique,48.75,I. Garcia,Aucune
INT-02758,2024-10-14,CVY-009,Fuite,36.50,Nicolas Michel,Electrovanne 5/2
INT-02759,2024-05-22,CVY-002,Panne Mécanique,18.25,Martin Dupont,-
INT-02760,2024-11-03,CVY-010,Surchauffe,29.25,Céline Lefebvre,Filtre hydraulique HF35
INT-02761,2024-05-04,CMP-006,Vibrations Anormales,16.50,Julie Moreau,"Variateur ATV320, Roulement SKF 6205"
INT-02762,2024-11-18,CNC-006,Fuite,28.25,RODRIGUEZ,Disjoncteur C16
INT-02763,2024-06-10,PMP-005,Panne Hydraulique,32.75,Celine Lefebvre,"Huile ISO VG 68, Capteur inductif M12"
INT-02764,2024-05-19,CNC-003,Panne Mécanique,9.25,Alexandre Petit,"Câble 3G2.5, Filtre hydraulique HF35, Contacteur LC1D09"
INT-02765,2024-01-20,CMP-002,Défaut Capteur,35.50,Alexandre Petit,Fusible 10A
INT-02766,2024-05-02,MOT-009,PANNE HYDRAULIQUE,16h30,Pierre Rodriguez,Variateur ATV320
INT-02767,2024-06-22,CNC-001,Panne Électrique,19.75,Thomas Laurent,Capteur inductif M12
INT-02768,2024-09-14,CNC-002,PANNE HYDRAULIQUE,8.25,Nicolas Michel,"Câble 3G2.5, Electrovanne 5/2"
INT-02769,2024-06-16,CVY-009,Fuite,31.75,Thomas Laurent,Câble 3G2.5
INT-02770,2024-12-29,MOT-002,Surchauffe,31.00,Martin Dupont,Capteur inductif M12
INT-02771,2024-10-18,CVY-002,Fuites,7.50,Sophie Bernard,Electrovanne 5/2
INT-02772,2024-11-14,CNC-003,Usure Normale,20.25,Céline Lefebvre,Fusible 10A
INT-02773,2024-04-12,CMP-010,Panne Pneumatique,25.00,Julie Moreau,"Vérin pneumatique ISO 6432, Variateur ATV320"
INT-02774,2024-12-31,MOT-010,Panne Pneumatique,48.50,Céline Lefebvre,Joint torique NBR 40x3
INT-02775,2024-02-02,CNC-010,Panne Hydraulique,13.75,Thomas Laurent,"Graisse lithium NLGI 2, Vérin pneumatique ISO 6432"
INT-02776,2024-01-24,CMP-005,Vibrations Anormales,33.75,Marie Simon,"Huile ISO VG 68, Courroie HTD 800-8M"
INT-02777,2024-09-16,MOT-009,Vibration Anormale,26.50,Isabelle Garcia,Courroie HTD 800-8M
INT-02778,2024-09-28,CMP-009,Surchauffe,10.25,Pierre Rodriguez,Capteur inductif M12
INT-02779,2024-11-14,CNC-004,Surchauffe,2.00,Pierre Rodriguez,-
INT-02780,2024-12-24,MOT-001,Vibrations Anormales,23.50,Céline Lefebvre,"Roulement SKF 6205, Joint torique NBR 40x3"
INT-02781,2024-02-20,CNC-004,Défaut Lubrification,30.75,Céline Lefebvre,"Vérin pneumatique ISO 6432, Capteur inductif M12, Joint torique NBR 40x3"
INT-02782,2024-11-26,MOT-009,Fuite,21.50,Pierre Rodriguez,Variateur ATV320
INT-02783,2024-06-23,PMP-001,Surchauffe,45.75,Isabelle Garcia,Fusible 10A
INT-02784,2024-11-20,CVY-001,Panne Mécanique,33.75,Marie Simon,"Electrovanne 5/2, Courroie HTD 800-8M"
INT-02785,2024-10-14,MOT-003,Vibrations Anormales,15.75,Julie Moreau,Courroie HTD 800-8M
INT-02786,2024-07-14,CMP-009,Défaut Lubrification,37:45,Sophie Bernard,Graisse lithium NLGI 2
INT-02787,29/05/2024,MOT-007,Panne Pneumatique,7.25,Alexandre Petit,"Disjoncteur C16, Câble 3G2.5"
INT-02788,2024-09-02,PMP-006,Défaut Lubrification,25.50,Nicolas Michel,
INT-02789,2024-06-01,PMP-007,Usure Normale,14.25,Céline Lefebvre,"Vérin pneumatique ISO 6432, Disjoncteur C16"
INT-02790,2024-06-01,CVY-007,Panne Hydraulique,13.00,Marie SIMON,-
INT-02791,2024-10-04,MOT-006,Panne Pneumatique,33.00,Nicolas Michel,"Electrovanne 5/2, Vérin pneumatique ISO 6432, Câble 3G2.5"
INT-02792,2024-09-20,PMP-002,Def. Lubrification,48.00,Martin Dupont,Fusible 10A / Variateur ATV320
INT-02793,2024-04-05,CNC-005,Défaut Lubrification,19.75,Martin Dupont,"Capteur inductif M12, Filtre hydraulique HF35, Graisse lithium NLGI 2"
INT-02794,27-12-2024,CVY-002,Vibrations Anormales,24.50,Céline Lefebvre,N/A
INT-02795,09-03-2024,PMP-002,Fuite,6:30,Pierre Rodriguez,Disjoncteur C16
INT-02796,2024-11-19,CNC-005,Défaut Lubrification,27.25,Pierre Rodriguez,Contacteur LC1D09
INT-02797,2024-10-23,PMP-004,Panne Mécanique,20:45,Marie Simon,Variateur ATV320
INT-02798,2024-04-29,CVY-005,Panne Électrique,23.75,Céline Lefebvre,Aucune
INT-02799,2024-10-24,CNC-003,Usure Normale,10.25,Céline Lefebvre,
INT-02800,2024-08-23,CVY-008,Surchauffe,28.25,Céline Lefebvre,Variateur ATV320
INT-02801,2024-08-31,CVY-003,Panne Mécanique,22.50,RODRIGUEZ,"Huile ISO VG 68, Electrovanne 5/2"
INT-02802,2024-03-23,PMP-003,Défaut Lubrification,2.50,Sophie Bernard,
INT-02803,2024-01-07,MOT-007,Panne Mécanique,4.75,Céline Lefebvre,"Roulement SKF 6205, Electrovanne 5/2"
INT-02804,2024-09-12,MOT-010,Fuite,19.00,Isabelle Garcia,"Capteur inductif M12, Filtre hydraulique HF35, Courroie HTD 800-8M"
INT-02805,2024-11-19,CVY-007,Surchauffe,3.00,RODRIGUEZ,"Graisse lithium NLGI 2, Câble 3G2.5"
INT-02806,2024-10-03,PMP-006,Panne Mécanique,2.75,Pierre Rodriguez,"Disjoncteur C16, Courroie HTD 800-8M"
INT-02807,2024-02-03,CMP-007,Vibrations Anormales,24.75,Sophie Bernard,Capteur inductif M12
INT-02808,2024-08-01,CVY-009,Panne Mécanique,4.75,Marie Simon,"Filtre hydraulique HF35, Vérin pneumatique ISO 6432"
INT-02809,2024-08-08,CNC-003,Défaut Lubrification,30.00,Nicolas Michel,"Disjoncteur C16, Electrovanne 5/2"
INT-02810,2024-12-13,MOT-002,Panne Mécanique,20.75,Thomas Laurent,
INT-02811,2024-04-01,CNC-007,Vibrations Anormales,24.75,Martin Dupont,"Joint torique NBR 40x3, Huile ISO VG 68, Disjoncteur C16"
INT-02812,2024-08-04,CNC-009,Défaut Lubrification,27.75,Thomas Laurent,Variateur ATV320
INT-02813,2024-12-05,CVY-005,Usure Normale,16.00,Julie Moreau,"Courroie HTD 800-8M, Electrovanne 5/2, Vérin pneumatique ISO 6432"
INT-02814,2024-04-30,CMP-003,Usure Normale,6 heures 45 min,Pierre Rodriguez,N/A
INT-02815,2024-10-30,PMP-010,Panne Pneumatique,20.00,Pierre Rodriguez,Huile ISO VG 68
INT-02816,2024-08-01,CNC-005,Fuite,18.50,Julie Moreau,Joint torique NBR 40x3
INT-02817,2024-07-12,MOT-007,Panne Hydraulique,24.00,Sophie Bernard,"Câble 3G2.5, Courroie HTD 800-8M"
INT-02818,2024-12-24,CNC-005,Usure Normale,45.00,Pierre Rodriguez,"Disjoncteur C16, Graisse lithium NLGI 2"
INT-02819,2024-02-06,CVY-002,Panne Mécanique,38.75,julie moreau,
INT-02820,2024-08-24,CMP-007,Vibrations Anormales,39.25,Marie Simon,"Electrovanne 5/2, Huile ISO VG 68"
INT-02821,2024-08-10,CNC-009,Défaut Capteur,35.25,Pierre Rodriguez,Variateur ATV320
INT-02822,2024-02-27,PMP-003,Fuite,23.00,Julie Moreau,"Relais temporisé, Fusible 10A"
INT-02823,2024-10-28,CNC-007,Panne Électrique,23.75,Nicolas Michel,"Variateur ATV320, Filtre hydraulique HF35, Joint torique NBR 40x3"
INT-02824,2024-09-17,CMP-009,Panne Hydraulique,14.50,RODRIGUEZ,"Courroie HTD 800-8M, Joint torique NBR 40x3, Relais temporisé"
INT-02825,2024-11-01,CVY-005,Vibrations Anormales,42.00,Thomas Laurent,"Electrovanne 5/2, Vérin pneumatique ISO 6432"
INT-02826,2024-07-01,PMP-001,Défaut Capteur,41.00,Celine Lefebvre,
INT-02827,2024-11-07,CVY-010,Usure Normale,45.75,Alexandre Petit,Contacteur LC1D09
INT-02828,2024-12-13,PMP-008,Défaut Lubrification,42.50,Marie SIMON,"Roulement SKF 6205, Capteur inductif M12, Contacteur LC1D09"
INT-02829,2024-01-13,MOT-002,Fuite,37.50,Pierre Rodriguez,"Variateur ATV320, Roulement SKF 6205, Capteur inductif M12"
INT-02830,2024-04-07,CNC-009,Panne Pneumatique,29.75,Marie Simon,Relais temporisé
INT-02831,2024-05-12,CNC-003,Usure Normale,19.00,Pierre Rodriguez,Electrovanne 5/2; Joint torique NBR 40x3; Vérin pneumatique ISO 6432
INT-02832,2024-09-16,PMP-009,Panne Pneumatique,31.00,Martin Dupont,Disjoncteur C16
INT-02833,2024-08-16,CMP-008,Défaut Capteur,29.75,Nicolas Michel,Relais temporisé
INT-02834,2024-11-08,MOT-003,Panne Hydraulique,16.50,Julie Moreau,Electrovanne 5/2
INT-02835,2024-05-30,CVY-008,Panne Pneumatique,2.25,Sophie Bernard,"Huile ISO VG 68, Joint torique NBR 40x3"
INT-02836,2024-05-21,PMP-002,Usure Normale,2.00,Nicolas Michel,"Joint torique NBR 40x3, Relais temporisé"
INT-02837,2024-08-17,PMP-009,Usure Normale,17.75,Isabelle Garcia,Vérin pneumatique ISO 6432
INT-02838,2024-11-22,CMP-004,Vibrations Anormales,47.50,Alexandre Petit,Vérin pneumatique ISO 6432
INT-02839,2024-09-13,MOT-006,Surchauffe,36.50,julie moreau,Electrovanne 5/2
INT-02840,21-11-2024,CMP-007,Défaut Lubrification,41.2,Pierre Rodriguez,Câble 3G2.5
INT-02841,24.01.2024,MOT-004,Panne Mécanique,32.25,M. Dupont,"Roulement SKF 6205, Vérin pneumatique ISO 6432, Relais temporisé"
INT-02842,2024-08-24,PMP-002,Panne Hydraulique,38.00,Nicolas Michel,"Huile ISO VG 68, Fusible 10A"
INT-02843,2024-02-18,MOT-007,Défaut Capteur,29.75,Céline Lefebvre,"Joint torique NBR 40x3, Filtre hydraulique HF35"
INT-02844,2024-11-19,CVY-007,Panne Hydraulique,5.50,julie moreau,-
INT-02845,2024-02-28,CMP-001,Usure Normale,45.75,Thomas Laurent,"Huile ISO VG 68, Graisse lithium NLGI 2, Câble 3G2.5"
INT-02846,31.03.2024,CVY-002,Fuites,7.50,Martin Dupont,Joint torique NBR 40x3
INT-02847,2024-01-20,PMP-004,Surchauffe,25.00,Julie Moreau,
INT-02848,2024-02-09,CVY-008,Vibrations Anormales,14.25,Marie Simon,Graisse lithium NLGI 2
INT-02849,2024-08-19,CVY-003,Panne Mécanique,4.00,Isabelle Garcia,
INT-02850,08.03.2024,CMP-002,Défaut Capteur,44.00,Alexandre Petit,"Vérin pneumatique ISO 6432, Disjoncteur C16, Huile ISO VG 68"
INT-02851,2024-09-16,CVY-006,Panne Électrique,6.75,Sophie Bernard,"Courroie HTD 800-8M, Graisse lithium NLGI 2"
INT-02852,2024-07-06,CNC-007,Panne Électrique,45.25,Marie Simon,Filtre hydraulique HF35
INT-02853,2024-08-24,MOT-002,Panne Hydraulique,21.50,Marie SIMON,Fusible 10A
INT-02854,2024-11-05,PMP-005,Vibrations Anormales,16.25,Julie Moreau,Capteur inductif M12
INT-02855,2024-03-03,CNC-008,Fuite,19.00,Céline Lefebvre,Relais temporisé
INT-02856,2024-02-25,PMP-002,Panne Pneumatique,38.50,Nicolas Michel,"Vérin pneumatique ISO 6432, Câble 3G2.5"
INT-02857,2024-09-21,MOT-002,Panne Mécanique,45.75,Alexandre Petit,Disjoncteur C16
INT-02858,2024-05-14,CNC-009,Fuite,20.25,Marie SIMON,Variateur ATV320
INT-02859,2024-08-02,PMP-010,Usure Normale,31.5,Thomas Laurent,Graisse lithium NLGI 2
INT-02860,2024-09-08,PMP-006,Défaut Lubrification,27.25,Nicolas Michel,Electrovanne 5/2 - Variateur ATV320
INT-02861,2024-10-21,CVY-004,Fuite,37.00,Julie Moreau,"Relais temporisé, Variateur ATV320, Graisse lithium NLGI 2"
INT-02862,2024-05-29,MOT-001,Panne Hydraulique,9.00,Sophie Bernard,Disjoncteur C16
INT-02863,2024-08-31,CMP-003,Panne Pneumatique,0.75,Sophie Bernard,Contacteur LC1D09
INT-02864,2024-04-30,CNC-009,Défaut Capteur,22.00,Julie Moreau,"Courroie HTD 800-8M, Electrovanne 5/2"
INT-02865,2024-11-22,PMP-006,Vibrations Anormales,0.75,Thomas Laurent,"Electrovanne 5/2, Câble 3G2.5, Courroie HTD 800-8M"
INT-02866,2024-08-07,CVY-009,Panne Pneumatique,8.75,Alexandre Petit,Capteur inductif M12
INT-02867,2024-09-21,PMP-008,Usure Normale,30.25,Martin Dupont,Vérin pneumatique ISO 6432
INT-02868,2024-03-09,CMP-009,Vibrations Anormales,15.75,Nicolas Michel,"Contacteur LC1D09, Relais temporisé"
INT-02869,2024-10-12,MOT-006,Vibrations Anormales,28.00,Nicolas Michel,
INT-02870,2024-02-18,PMP-009,Panne Pneumatique,35.0,Sophie Bernard,Roulement SKF 6205
INT-02871,2024-07-09,PMP-005,Défaut Lubrification,44.75,T.Laurent,Capteur inductif M12
INT-02872,2024-10-21,PMP-007,Surchauffe,44.75,I. Garcia,"Graisse lithium NLGI 2, Capteur inductif M12, Disjoncteur C16"
INT-02873,2024-05-24,CNC-002,Vibrations Anormales,48.50,Céline Lefebvre,Roulement SKF 6205
INT-02874,2024-06-24,MOT-003,Défaut Capteur,21.25,Pierre Rodriguez,Contacteur LC1D09 / Disjoncteur C16
INT-02875,2024-01-24,CVY-009,Fuite,23.50,Alexandre Petit,Huile ISO VG 68
INT-02876,2024-03-17,CMP-007,Usure Normale,45.75,Sophie Bernard,-
INT-02877,2024-10-08,CMP-006,Défaut Lubrification,15.00,Marie SIMON,Electrovanne 5/2
INT-02878,2024-11-11,CVY-009,panne pneumatique,40.50,Nicolas Michel,"Filtre hydraulique HF35, Electrovanne 5/2"
INT-02879,2024-12-19,CMP-005,Panne Hydraulique,7.75,I. Garcia,"Variateur ATV320, Vérin pneumatique ISO 6432"
INT-02880,2024-12-19,PMP-002,Défaut Lubrification,33.25,Nicolas Michel,"Filtre hydraulique HF35, Joint torique NBR 40x3"
INT-02881,2024-12-31,MOT-001,Vibrations Anormales,10.75,Nicolas Michel,
INT-02882,2024-11-05,MOT-001,Défaut Capteur,21.50,Julie Moreau,Relais temporisé
INT-02883,2024-11-08,CVY-005,Panne Hydraulique,46.50,Pierre Rodriguez,"Vérin pneumatique ISO 6432, Graisse lithium NLGI 2"
INT-02884,2024-11-25,CNC-002,Fuite,30.75,Nicolas Michel,
INT-02885,2024-03-03,MOT-009,Panne Électrique,47.50,Isabelle Garcia,"Huile ISO VG 68, Relais temporisé, Fusible 10A"
INT-02886,07.02.2024,CNC-004,Surchauffe,46.75,Nicolas Michel,"Relais temporisé, Electrovanne 5/2"
INT-02887,2024-12-17,PMP-006,Usure normale,29.25,Isabelle Garcia,Graisse lithium NLGI 2
INT-02888,2024-01-21,CVY-010,Vibrations Anormales,31.25,Martin Dupont,Fusible 10A
INT-02889,2024-04-15,CNC-005,Surchauffe,10.25,Pierre Rodriguez,Disjoncteur C16
INT-02890,2024-03-19,MOT-010,Vibrations Anormales,21.00,Julie Moreau,Roulement SKF 6205
INT-02891,2024-04-03,MOT-005,Panne Hydraulique,10.50,Pierre Rodriguez,Huile ISO VG 68
INT-02892,2024-03-27,CNC-006,Vibration Anormale,1.25,Nicolas Michel,Variateur ATV320
INT-02893,2024-05-12,MOT-003,Surchauffe,26.25,Pierre Rodriguez,Filtre hydraulique HF35
INT-02894,2024-04-02,PMP-005,Panne Électrique,38.25,Nicolas Michel,Contacteur LC1D09; Capteur inductif M12
INT-02895,2024-09-22,CMP-005,Panne Mécanique,16.50,Sophie Bernard,"Courroie HTD 800-8M, Câble 3G2.5"
INT-02896,2024-06-24,CNC-004,Usure Normale,25.75,Thomas Laurent,Disjoncteur C16
INT-02897,2024-10-25,CMP-004,Usure Normale,39.25,Marie Simon,Filtre hydraulique HF35
INT-02898,2024-07-25,CNC-007,Panne Hydraulique,14.25,Marie Simon,Aucune
INT-02899,2024-04-02,MOT-007,panne pneumatique,47.50,Thomas Laurent,"Relais temporisé, Courroie HTD 800-8M"
INT-02900,2024-09-01,CMP-010,Panne Mecanique,2.00,Julie Moreau,"Disjoncteur C16, Joint torique NBR 40x3"
INT-02901,2024-07-08,CNC-004,PANNE HYDRAULIQUE,18.50,Martin Dupont,"Graisse lithium NLGI 2, Courroie HTD 800-8M"
INT-02902,2024-06-30,PMP-010,Panne Hydraulique,1.50,Sophie Bernard,"Electrovanne 5/2, Huile ISO VG 68"
INT-02903,2024-10-13,MOT-006,Défaut Lubrification,11.25,Martin Dupont,Joint torique NBR 40x3
INT-02904,2024-01-13,CVY-003,Panne Mécanique,16.50,Julie Moreau,Aucune
INT-02905,2024-02-09,CMP-006,Panne Mécanique,15.50,Martin Dupont,Courroie HTD 800-8M
INT-02906,2024-12-23,MOT-003,Fuite,20.25,Celine Lefebvre,Roulement SKF 6205
INT-02907,2024-04-02,CMP-008,Panne Hydraulique,38.00,Marie Simon,Fusible 10A
INT-02908,2024-01-28,CMP-006,Surchauffe,43.50,Marie Simon,Graisse lithium NLGI 2
